Weld,C,Mn,Si,S,P,Ti,B,Al,N,O,Cr ,Ni,Mo,V,Cu ,Nb,YS,TS,Temp
TiOX,0.086,1.45,0.34,0.005,0.013,0.0079,0.0002,0.0005,0.0087,0.0356,0.03,0.03,0.005,0.0005,0.03,0.0005,471,573,-59
TiOX,0.085,1.47,0.42,0.006,0.011,0.011,0.0002,0.0005,0.0079,0.0347,0.03,0.03,0.005,0.0005,0.03,0.0005,483,575,-55
TiOX,0.078,1.27,0.29,0.007,0.008,0.0003,0.0002,0.0005,0.009,0.0431,0.03,0.03,0.005,0.0005,0.03,0.0005,429,523,-31
TiOX,0.078,1.31,0.3,0.006,0.007,0.0021,0.0002,0.0005,0.0087,0.042,0.03,0.03,0.005,0.0005,0.03,0.0005,448,533,-61
TiOX,0.085,1.4,0.35,0.007,0.008,0.0034,0.0002,0.0005,0.0094,0.0391,0.03,0.03,0.005,0.0005,0.03,0.0005,479,565,-62
TiOX,0.081,1.27,0.36,0.007,0.007,0.0053,0.0002,0.0005,0.0091,0.039,0.03,0.03,0.005,0.0005,0.03,0.0005,471,558,-59
TiOX,0.075,1.3,0.4,0.008,0.008,0.0068,0.0002,0.0005,0.0084,0.04,0.03,0.03,0.005,0.0005,0.03,0.0005,480,558,-57
TiOX,0.075,1.34,0.42,0.007,0.009,0.011,0.0002,0.0005,0.0099,0.0374,0.03,0.03,0.005,0.0005,0.03,0.0005,477,567,-52
Ti,0.074,1.45,0.33,0.005,0.005,0.0006,0.0002,0.0005,0.009,0.0408,0.03,0.03,0.005,0.012,0.03,0.002,463,537,-37
Ti,0.073,1.49,0.34,0.004,0.007,0.0016,0.0002,0.0005,0.0084,0.0396,0.03,0.03,0.005,0.012,0.03,0.002,482,548,-59
Ti,0.071,1.46,0.36,0.004,0.006,0.0022,0.0002,0.0005,0.0085,0.04,0.03,0.03,0.005,0.012,0.03,0.002,497,563,-65
Ti,0.061,1.36,0.33,0.005,0.006,0.0028,0.0002,0.0005,0.0081,0.0419,0.03,0.03,0.005,0.012,0.03,0.002,474,538,-71
Ti,0.07,1.48,0.32,0.005,0.006,0.0055,0.0002,0.0005,0.0075,0.0373,0.03,0.03,0.005,0.012,0.03,0.002,488,549,-61
Ti,0.068,1.38,0.32,0.004,0.005,0.0077,0.0002,0.0005,0.0074,0.0376,0.03,0.03,0.005,0.012,0.03,0.002,466,542,-51
Ti,0.068,1.51,0.35,0.006,0.006,0.01,0.0002,0.0005,0.0087,0.0351,0.03,0.03,0.005,0.012,0.03,0.002,499,569,-47
Ti,0.065,1.53,0.39,0.005,0.006,0.014,0.0002,0.0005,0.0093,0.0351,0.03,0.03,0.005,0.012,0.03,0.002,513,579,-44
Ti,0.07,1.64,0.48,0.005,0.006,0.021,0.0002,0.0005,0.0102,0.029,0.03,0.03,0.005,0.012,0.03,0.002,515,592,-55
Ti,0.075,1.75,0.29,0.006,0.005,0.0255,0.0002,0.0005,0.0096,0.0272,0.03,0.03,0.005,0.012,0.03,0.002,588,654,-55
Zn,0.069,1.45,0.27,0.01,0.01,0.0029,0.0002,0.0006,0.0094,0.043,0.03,0.03,0.005,0.0009,0.04,0.0005,476,545,-65
Zn,0.076,1.48,0.31,0.01,0.01,0.0027,0.0002,0.0005,0.0075,0.0425,0.03,0.03,0.005,0.0006,0.04,0.0005,497,541,-65
Zn,0.077,1.43,0.26,0.01,0.01,0.0027,0.0002,0.0005,0.008,0.0411,0.03,0.03,0.005,0.0007,0.04,0.0005,483,536,-65
Zn,0.076,1.39,0.26,0.01,0.01,0.0025,0.0002,0.0005,0.0075,0.0395,0.03,0.03,0.005,0.0006,0.04,0.0005,468,528,-65
